scenario,round,client_id,available,sensor_noise_multiplier,stale_update,staleness_rounds,reliability_score,seed
persistent_failure,1,1,True,0.0,False,0,1.0,30042
persistent_failure,1,2,True,0.0,False,0,1.0,30042
persistent_failure,1,3,True,0.0,False,0,1.0,30042
persistent_failure,1,4,True,0.0,False,0,1.0,30042
persistent_failure,1,5,True,0.0,False,0,1.0,30042
persistent_failure,1,6,True,0.0,False,0,1.0,30042
persistent_failure,1,7,True,0.0,False,0,1.0,30042
persistent_failure,1,8,True,0.0,False,0,1.0,30042
persistent_failure,1,9,True,0.0,False,0,1.0,30042
persistent_failure,1,10,True,0.0,False,0,1.0,30042
persistent_failure,2,1,True,0.0,False,0,1.0,30042
persistent_failure,2,2,True,0.0,False,0,1.0,30042
persistent_failure,2,3,True,0.0,False,0,1.0,30042
persistent_failure,2,4,True,0.0,False,0,1.0,30042
persistent_failure,2,5,True,0.0,False,0,1.0,30042
persistent_failure,2,6,True,0.0,False,0,1.0,30042
persistent_failure,2,7,True,0.0,False,0,1.0,30042
persistent_failure,2,8,True,0.0,False,0,1.0,30042
persistent_failure,2,9,True,0.0,False,0,1.0,30042
persistent_failure,2,10,True,0.0,False,0,1.0,30042
persistent_failure,3,1,True,0.0,False,0,1.0,30042
persistent_failure,3,2,True,0.0,False,0,1.0,30042
persistent_failure,3,3,True,0.0,False,0,1.0,30042
persistent_failure,3,4,True,0.0,False,0,1.0,30042
persistent_failure,3,5,True,0.0,False,0,1.0,30042
persistent_failure,3,6,True,0.0,False,0,1.0,30042
persistent_failure,3,7,True,0.0,False,0,1.0,30042
persistent_failure,3,8,True,0.0,False,0,1.0,30042
persistent_failure,3,9,True,0.0,False,0,1.0,30042
persistent_failure,3,10,True,0.0,False,0,1.0,30042
persistent_failure,4,1,True,0.0,False,0,1.0,30042
persistent_failure,4,2,True,0.0,False,0,1.0,30042
persistent_failure,4,3,True,0.0,False,0,1.0,30042
persistent_failure,4,4,True,0.0,False,0,1.0,30042
persistent_failure,4,5,True,0.0,False,0,1.0,30042
persistent_failure,4,6,True,0.0,False,0,1.0,30042
persistent_failure,4,7,True,0.0,False,0,1.0,30042
persistent_failure,4,8,True,0.0,False,0,1.0,30042
persistent_failure,4,9,True,0.0,False,0,1.0,30042
persistent_failure,4,10,True,0.0,False,0,1.0,30042
persistent_failure,5,1,True,0.0,False,0,1.0,30042
persistent_failure,5,2,True,0.0,False,0,1.0,30042
persistent_failure,5,3,True,0.0,False,0,1.0,30042
persistent_failure,5,4,True,0.0,False,0,1.0,30042
persistent_failure,5,5,False,0.0,False,0,0.0,30042
