client_id,data_score,loss_score,stability_score,availability_score,raw_reliability,sample_count,weighted_score,aggregation_weight,round,scenario
1,0.203149800073348,0.4674503379505635,0.9881941559980502,1.0,0.6899480428930169,13,8.96932455760922,0.01474857649163967,1,mixed_full
2,0.3380617018914066,0.46930632043052545,0.9866633114107386,1.0,0.7102986264281533,36,25.57075055141352,0.04204688636628893,1,mixed_full
3,0.410187723187772,0.503780187717048,0.9862693314435212,1.0,0.7330454901843649,53,38.851410979771345,0.06388474438213677,1,mixed_full
4,0.29814239699997197,0.5136155402218671,0.9867289635860051,1.0,0.7198419358827511,28,20.15557420471703,0.033142521042902814,1,mixed_full
5,0.1868706368604627,0.48272520354321685,0.9876671419728377,1.0,0.6926679164596885,11,7.619347081056573,0.012528760947331337,1,mixed_full
6,0.2581988897471611,0.5170120955033691,0.9869817105684722,1.0,0.7151276655872186,21,15.017680977331592,0.024694102125372878,1,mixed_full
7,0.5828229059350187,0.4618556148226103,0.9862277837418524,1.0,0.7442526253878148,107,79.63503091649618,0.13094668805240542,1,mixed_full
8,0.2702144944592592,0.5271917110115664,0.98692708831336,1.0,0.720473753932613,23,16.5708963404501,0.02724810888962908,1,mixed_full
9,0.7559289460184544,0.4991659026882949,0.9861504590347506,1.0,0.7832500685058341,180,140.98501233105014,0.23182662475684807,1,mixed_full
10,1.0,0.4675837891263774,0.9861437791638218,1.0,0.8088046489015697,315,254.77346440399444,0.4189329869454434,1,mixed_full
1,0.203149800073348,0.48204940433211024,0.9878693747308744,1.0,0.6949440426830468,13,9.034272554879609,0.014821973970163271,2,mixed_full
2,0.3380617018914066,0.4721473024707045,0.9867110380764338,1.0,0.7113096744752093,36,25.607148281107534,0.04201206936884858,2,mixed_full
3,0.410187723187772,0.506870100510686,0.9862829917786653,1.0,0.7341317407794388,53,38.90898226131026,0.06383556825183367,2,mixed_full
4,0.29814239699997197,0.5272726944943935,0.9868616115013621,1.0,0.7246683666485102,28,20.290714266158286,0.03328972386676311,2,mixed_full
5,0.1868706368604627,0.47990177361484404,0.9880835582856332,1.0,0.6918254616942364,11,7.6100800786366,0.012485389183381006,2,mixed_full
6,0.2581988897471611,0.5105668799978664,0.9870661384302211,1.0,0.7129013899119048,21,14.97092918815,0.024561880482127416,2,mixed_full
7,0.5828229059350187,0.4696119392194153,0.989833825642978,1.0,0.7482294535920905,107,80.06055153435368,0.13135041074648193,2,mixed_full
8,0.2702144944592592,0.5274332526566188,0.9869753050070608,1.0,0.7205751693511767,23,16.573228895077065,0.02719067482104137,2,mixed_full
9,0.7559289460184544,0.502842457597063,0.9861498600483403,1.0,0.7845366530786593,180,141.21659755415868,0.23168536485787428,2,mixed_full
10,1.0,0.4718724053630878,0.9861443486558502,1.0,0.8103058639066283,315,255.2463471305879,0.41876694445148366,2,mixed_full
1,0.203149800073348,0.48411063510037206,0.9879740198089816,1.0,0.695702099229276,13,9.044127289980587,0.014828730220795231,3,mixed_full
2,0.3380617018914066,0.4746708331626239,0.9866003501614844,1.0,0.7121541694471488,36,25.637550100097357,0.0420352679442752,3,mixed_full
3,0.410187723187772,0.5042621515308375,0.9862691764239877,1.0,0.7332141232623546,53,38.860348532904794,0.06371533772185087,3,mixed_full
4,0.29814239699997197,0.5148095812319711,0.9866310235852033,1.0,0.7202255712360067,28,20.166315994608187,0.03306464513857971,3,mixed_full
5,0.1868706368604627,0.47909312350304784,0.9881918554760416,1.0,0.6915803381717508,11,7.607383719889259,0.012473048780868015,3,mixed_full
6,0.2581988897471611,0.5146641546762258,0.9869662847482017,1.0,0.7143004872606238,21,15.0003102324731,0.024594474019842685,3,mixed_full
7,0.5828229059350187,0.47127775121818555,0.9887079413511356,1.0,0.7484184282895152,107,80.08077182697812,0.13130024857244868,3,mixed_full
8,0.2702144944592592,0.5201013799617351,0.9870255874568474,1.0,0.7180266127653928,23,16.514612093604036,0.027077319854668058,3,mixed_full
9,0.7559289460184544,0.504011393521881,0.9861536653313739,1.0,0.7849471125014074,180,141.29048025025332,0.23165954516348922,3,mixed_full
10,1.0,0.4760168906040581,0.9861492205409498,1.0,0.8117581389007528,315,255.7038137537371,0.41925138258318073,3,mixed_full
1,0.203149800073348,0.49287999613687744,0.9879199610843201,1.0,0.6987524550384213,13,9.083781915499477,0.01485008930376373,4,mixed_full
2,0.3380617018914066,0.48421957589636255,0.9865742099985235,1.0,0.7154870803469211,36,25.75753489248916,0.04210819865078655,4,mixed_full
3,0.410187723187772,0.5121279358487584,0.9863119419522917,1.0,0.7359821157085332,53,39.00705213255226,0.0637683965812292,4,mixed_full
4,0.29814239699997197,0.5237009348122914,0.9866865113798884,1.0,0.7233569657172587,28,20.253995040083243,0.03311105857682687,4,mixed_full
5,0.1868706368604627,0.4928691264200147,0.9881474361876054,1.0,0.6963863924417364,11,7.6602503168591,0.012522911971328094,4,mixed_full
6,0.2581988897471611,0.5193312173642706,0.9868916582752816,1.0,0.7159078399359174,21,15.034064638654266,0.02457756081766262,4,mixed_full
7,0.5828229059350187,0.4794980783381582,0.9888604890650501,1.0,0.7513489344813757,107,80.3943359895072,0.1314279757117356,4,mixed_full
8,0.2702144944592592,0.5268025228422082,0.986971237196392,1.0,0.720352990182399,23,16.568118774195177,0.027085419452040453,4,mixed_full
9,0.7559289460184544,0.5066839997076306,0.9861535257088969,1.0,0.7858824757985527,180,141.4588456437395,0.23125571597359879,4,mixed_full
10,1.0,0.48306155802656486,0.9861523010427664,1.0,0.814224850674266,315,256.4808279623938,0.4192926729610265,4,mixed_full
1,0.203149800073348,0.5043964913238123,0.9882634378956628,1.0,0.7029034452378184,13,9.13774478809164,0.019412437145152193,5,mixed_full
2,0.3380617018914066,0.48595632093634505,0.9867041572367818,1.0,0.7161404226443054,36,25.781055215194996,0.054769872162865656,5,mixed_full
3,0.410187723187772,0.5010877433920846,0.9862524273010201,1.0,0.7320972182207525,53,38.80115256569988,0.08243006921387394,5,mixed_full
4,0.29814239699997197,0.5213769674680914,0.986758688552611,1.0,0.7225688391572416,28,20.231927496402765,0.04298117642342456,5,mixed_full
5,0.1868706368604627,0.4924139300139436,0.9878704063372009,1.0,0.69613011325197,11,7.6574312457716704,0.016267624692865985,5,mixed_full
6,0.2581988897471611,0.5115580728577398,0.9869941748858568,1.0,0.713223120172333,21,14.977685523618993,0.031818942808078975,5,mixed_full
7,0.5828229059350187,0.4865387844331375,0.9888881764309361,1.0,0.7538228721926785,107,80.65904732461661,0.1713539525001312,5,mixed_full
8,0.2702144944592592,0.5215301348995506,0.9868924634328253,1.0,0.7184800835852204,23,16.52504192246007,0.03510618266104544,5,mixed_full
10,1.0,0.48725200998510837,0.9861712571304939,1.0,0.8156981434904608,315,256.94491519949514,0.54585974239256,5,mixed_full
1,0.203149800073348,0.4942799591026572,0.9876917924334191,1.0,0.6991625830486289,13,9.089113579632176,0.019257921231236045,6,mixed_full
2,0.3380617018914066,0.49339996592544166,0.9866551054890307,1.0,0.7187285302787763,36,25.874227090035944,0.05482204869082414,6,mixed_full
3,0.410187723187772,0.5096002665744929,0.9863217388422918,1.0,0.7351008603740404,53,38.960345599824144,0.08254878323717797,6,mixed_full
4,0.29814239699997197,0.5149917905651691,0.9867184315285061,1.0,0.7203199372827821,28,20.1689582439179,0.04273378319838075,6,mixed_full
5,0.1868706368604627,0.49570038490439794,0.9881781784795787,1.0,0.6973880927134611,11,7.671269019848072,0.016253806626304042,6,mixed_full
6,0.2581988897471611,0.5070538518400706,0.986941511414224,1.0,0.7116282106010773,21,14.944192422622622,0.03166360261843572,6,mixed_full
7,0.5828229059350187,0.4893885731752905,0.9897643690997543,1.0,0.7551269656865185,107,80.79858532845748,0.17119521922771574,6,mixed_full
8,0.2702144944592592,0.5210465426800155,0.9870903758998186,1.0,0.7183800956718308,23,16.522742200452107,0.03500821780171915,6,mixed_full
