scenario,round,client_id,available,sensor_noise_multiplier,stale_update,staleness_rounds,reliability_score,seed
mixed,1,1,True,0.0,False,0,1.0,40042
mixed,1,2,True,0.0,False,0,1.0,40042
mixed,1,3,True,0.0,False,0,1.0,40042
mixed,1,4,True,0.0,False,0,1.0,40042
mixed,1,5,True,0.0,False,0,1.0,40042
mixed,1,6,True,0.0,False,0,1.0,40042
mixed,1,7,True,0.0,False,0,1.0,40042
mixed,1,8,True,0.0,False,0,1.0,40042
mixed,1,9,True,0.5,False,0,0.6666666666666666,40042
mixed,1,10,True,0.0,True,1,0.7,40042
mixed,2,1,True,0.0,False,0,1.0,40042
mixed,2,2,True,0.0,False,0,1.0,40042
mixed,2,3,True,0.0,False,0,1.0,40042
mixed,2,4,True,0.0,False,0,1.0,40042
mixed,2,5,True,0.0,False,0,1.0,40042
mixed,2,6,True,0.0,False,0,1.0,40042
mixed,2,7,True,0.0,False,0,1.0,40042
mixed,2,8,True,0.0,False,0,1.0,40042
mixed,2,9,True,0.5,False,0,0.6666666666666666,40042
mixed,2,10,True,0.0,True,1,0.7,40042
mixed,3,1,True,0.0,False,0,1.0,40042
mixed,3,2,True,0.0,False,0,1.0,40042
mixed,3,3,True,0.0,False,0,1.0,40042
mixed,3,4,True,0.0,False,0,1.0,40042
mixed,3,5,True,0.0,False,0,1.0,40042
mixed,3,6,True,0.0,False,0,1.0,40042
mixed,3,7,True,0.0,False,0,1.0,40042
mixed,3,8,True,0.0,False,0,1.0,40042
mixed,3,9,True,0.5,False,0,0.6666666666666666,40042
mixed,3,10,True,0.0,True,1,0.7,40042
mixed,4,1,True,0.0,False,0,1.0,40042
mixed,4,2,True,0.0,False,0,1.0,40042
mixed,4,3,True,0.0,False,0,1.0,40042
mixed,4,4,True,0.0,False,0,1.0,40042
mixed,4,5,True,0.0,False,0,1.0,40042
mixed,4,6,True,0.0,False,0,1.0,40042
mixed,4,7,True,0.0,False,0,1.0,40042
mixed,4,8,True,0.0,False,0,1.0,40042
mixed,4,9,True,0.5,False,0,0.6666666666666666,40042
mixed,4,10,True,0.0,True,1,0.7,40042
mixed,5,1,True,0.0,False,0,1.0,40042
mixed,5,2,True,0.0,False,0,1.0,40042
mixed,5,3,True,0.0,False,0,1.0,40042
mixed,5,4,True,0.0,False,0,1.0,40042
mixed,5,5,True,0.0,False,0,1.0,40042
mixed,5,6,True,0.0,False,0,1.0,40042
mixed,5,7,True,0.0,False,0,1.0,40042
mixed,5,8,True,0.0,False,0,1.0,40042
mixed,5,9,True,0.5,False,0,0.6666666666666666,40042
mixed,5,10,True,0.0,True,1,0.7,40042
mixed,6,1,True,0.0,False,0,1.0,40042
mixed,6,2,True,0.0,False,0,1.0,40042
mixed,6,3,True,0.0,False,0,1.0,40042
mixed,6,4,True,0.0,False,0,1.0,40042
mixed,6,5,True,0.0,False,0,1.0,40042
mixed,6,6,True,0.0,False,0,1.0,40042
mixed,6,7,True,0.0,False,0,1.0,40042
mixed,6,8,True,0.0,False,0,1.0,40042
