ch1_mean,ch1_std,ch1_rms,ch1_min,ch1_max,ch1_peak_to_peak,ch1_kurtosis,ch1_skewness,ch1_crest_factor,ch2_mean,ch2_std,ch2_rms,ch2_min,ch2_max,ch2_peak_to_peak,ch2_kurtosis,ch2_skewness,ch2_crest_factor,ch3_mean,ch3_std,ch3_rms,ch3_min,ch3_max,ch3_peak_to_peak,ch3_kurtosis,ch3_skewness,ch3_crest_factor,ch4_mean,ch4_std,ch4_rms,ch4_min,ch4_max,ch4_peak_to_peak,ch4_kurtosis,ch4_skewness,ch4_crest_factor,dataset,file_index,timestamp,quantization_error,label
-0.00203681640625,0.0773966764115374,0.0774234728013733,-0.452,0.383,0.835,0.4494151207921923,0.0073699605461076,5.838022806775264,-0.0016173828125,0.0949983377248995,0.0950121050059214,-0.427,0.515,0.942,0.34651446607314,0.171351043401032,5.420361962957068,-0.00100068359375,0.1030532738229429,0.1030581322035347,-0.747,0.615,1.362,1.3988224926041566,-0.0295475691787226,7.248336293515034,-0.0035380371093749,0.0542151765614072,0.0543304985820291,-0.254,0.244,0.498,0.1207765687565625,-0.0185971729441915,4.675090540754583,2nd_test,57,2004.02.12.20.02.39,0.0761093053171058,0
-0.001559619140625,0.1082343439180492,0.1082455801187021,-0.503,0.505,1.008,1.0423942932084935,-0.0591739892083429,4.665317507112543,-0.000653125,0.0947152439243051,0.0947174957645431,-0.508,0.449,0.957,0.2378936685893498,0.1198751880105285,5.363317472597317,-0.0020576171875,0.099135558630328,0.0991569098622859,-0.537,0.618,1.155,1.007160265584612,0.0559417933794856,6.232545980427148,-0.00329189453125,0.058550014116577,0.0586424822347779,-0.273,0.244,0.517,0.0207293257613638,-0.0305213595625103,4.6553281783396585,2nd_test,693,2004.02.17.06.02.39,0.0795792118569971,1
-0.002041162109375,0.1680890322673415,0.1681014250722703,-0.74,0.759,1.499,2.3706120727907978,-0.0956198263391282,4.515131264765749,-0.0016240234375,0.0972258357321342,0.0972393983215522,-0.403,0.469,0.872,0.168064642675243,0.1224199588470612,4.823147901885229,-0.00249091796875,0.1019846716784461,0.1020150867748859,-0.642,0.645,1.287,1.111891394863619,-0.0211229967758835,6.322594239585195,-0.0029173828125,0.0638407940348025,0.0639074182350433,-0.283,0.295,0.578,0.2646985951839515,0.0247149249176431,4.616052535723028,2nd_test,719,2004.02.17.10.22.39,0.0912726872814515,1
-0.001774755859375,0.078463451243829,0.0784835201775068,-0.396,0.374,0.77,0.2777135623768947,0.0086236259095615,5.045645239909191,-0.0007003906249999,0.0920129723989566,0.092015638000933,-0.405,0.393,0.798,0.1164697439496258,0.08464162797107,4.401425766253905,-0.0022007324218749,0.099749535896529,0.0997738098639398,-0.742,0.881,1.623,2.0187072430823587,0.0304772639058539,8.829972526784106,-0.002953515625,0.0559280437829751,0.0560059758948766,-0.225,0.239,0.4639999999999999,0.1753126106419538,-0.0016146532589287,4.267401758061252,2nd_test,527,2004.02.16.02.22.39,0.075329975619882,0
-0.0016216796875,0.0749348274043261,0.0749523728985614,-0.349,0.342,0.6910000000000001,0.3035741644560339,0.0231607600409978,4.656290208018781,-0.001960693359375,0.0938982784049307,0.0939187468286251,-0.393,0.393,0.786,0.1342219775185165,0.1286629021345884,4.184468098929475,-0.00092099609375,0.0959772724387865,0.0959816912676253,-0.591,0.527,1.118,1.0789968281242288,0.0354991210054781,6.15742431903976,-0.003145751953125,0.0554883239805009,0.0555774221560844,-0.244,0.269,0.513,0.0965274718325157,0.0133126469691604,4.8400949443048376,2nd_test,371,2004.02.15.00.22.39,0.0743626902690555,0
-0.002149951171875,0.175142612161416,0.1751558074537228,-0.872,0.764,1.636,1.7447864206890555,-0.3292469524712338,4.978424710384832,-0.001467822265625,0.1211136771496861,0.1211225713685185,-0.481,0.52,1.001,0.1745973421635867,-0.0506548662767693,4.293171736039135,-0.001772216796875,0.1268445292057239,0.1268569089241767,-0.706,0.664,1.37,0.320262508421917,0.0488778044013326,5.565325578100091,-0.002682568359375,0.075451002499431,0.0754986751616998,-0.369,0.337,0.706,0.3369013707985955,-0.0542273688477646,4.887502982069606,2nd_test,918,2004.02.18.19.32.39,0.1000080212858393,1
-0.00195458984375,0.1550153438361392,0.1550276660667177,-0.698,0.854,1.552,2.385724183032824,-0.0797491012810561,5.508694168349045,0.0003561035156249,0.0972331288429156,0.0972337809318185,-0.366,0.437,0.8029999999999999,0.1398630807443504,0.1253769767939294,4.494322814639238,-0.001924267578125,0.101558684913685,0.1015769131599763,-0.61,0.781,1.391,1.0749392990849571,0.026273536280774,7.688755010326926,-0.0029306640625,0.0630790517886803,0.0631470946790606,-0.254,0.305,0.5589999999999999,0.1566624632375872,-0.0348571101860565,4.829992599743578,2nd_test,736,2004.02.17.13.12.39,0.0888379301393995,1
-0.001948779296875,0.0881192953798227,0.088140841605832,-0.374,0.461,0.835,0.4220735793980945,-0.0063733990079186,5.230265465995578,-0.00151279296875,0.0927419451544308,0.092754282562013,-0.388,0.378,0.766,0.1012949225376953,0.0885155013081126,4.183095262867357,-0.00125625,0.101417550217837,0.1014253304468366,-0.735,0.659,1.394,1.504549459644732,0.0291911480156675,7.246710429777825,-0.002500830078125,0.0553222916765224,0.0553787875221359,-0.217,0.266,0.483,0.1128537980614616,0.0127121774466335,4.803283204582111,2nd_test,570,2004.02.16.09.32.39,0.0769636693774323,0
-0.0017624511718749,0.1019883144072514,0.1020035416530505,-0.552,0.552,1.104,0.9054039207769428,-0.0179082727329248,5.411576804579314,-0.001567578125,0.0930839460870375,0.0930971445336133,-0.466,0.481,0.947,0.1432711616048738,0.1024810822748808,5.166646113632034,-0.00248662109375,0.1015098090083471,0.1015402610267228,-0.693,0.786,1.479,1.3835984825528105,0.0196394381111703,7.740771907070479,-0.0024143554687499,0.0579672800434802,0.0580175375896698,-0.251,0.244,0.495,0.0941516887915021,0.025038386282813,4.326278060452621,2nd_test,673,2004.02.17.02.42.39,0.0794393547110886,1
-0.0020058105468749,0.1736802226553966,0.1736918046931924,-0.828,0.867,1.6949999999999998,2.506406651824572,-0.0150410032055046,4.991599929118525,-0.0012829589843749,0.0978723257668378,0.097880734236956,-0.386,0.454,0.8400000000000001,0.3036602038983229,0.1462198901751592,4.638297858455871,-0.00247607421875,0.101411234535711,0.1014414581598359,-0.542,0.779,1.3210000000000002,0.8832941250629776,0.0426542333448938,7.679306016726331,-0.003274267578125,0.0629994808847558,0.0630845101425213,-0.269,0.242,0.511,0.1889108413237674,-0.0198023787957305,4.264121246055611,2nd_test,707,2004.02.17.08.22.39,0.0917478269645542,1
