scenario,round,client_id,available,sensor_noise_multiplier,stale_update,staleness_rounds,reliability_score,seed
mixed_full,1,1,True,0.0,False,0,1.0,42
mixed_full,1,2,True,0.0,False,0,1.0,42
mixed_full,1,3,True,0.5,False,0,0.6666666666666666,42
mixed_full,1,4,True,0.0,False,0,1.0,42
mixed_full,1,5,True,0.0,False,0,1.0,42
mixed_full,1,6,True,0.0,False,0,1.0,42
mixed_full,1,7,True,0.0,True,1,0.7,42
mixed_full,1,8,True,0.0,False,0,1.0,42
mixed_full,1,9,True,0.0,False,0,1.0,42
mixed_full,1,10,True,0.0,False,0,1.0,42
mixed_full,2,1,True,0.0,False,0,1.0,42
mixed_full,2,2,True,0.0,False,0,1.0,42
mixed_full,2,3,True,0.5,False,0,0.6666666666666666,42
mixed_full,2,4,True,0.0,False,0,1.0,42
mixed_full,2,5,True,0.0,False,0,1.0,42
mixed_full,2,6,True,0.0,False,0,1.0,42
mixed_full,2,7,True,0.0,True,1,0.7,42
mixed_full,2,8,True,0.0,False,0,1.0,42
mixed_full,2,9,True,0.0,False,0,1.0,42
mixed_full,2,10,True,0.0,False,0,1.0,42
mixed_full,3,1,True,0.0,False,0,1.0,42
mixed_full,3,2,True,0.0,False,0,1.0,42
mixed_full,3,3,True,0.5,False,0,0.6666666666666666,42
mixed_full,3,4,True,0.0,False,0,1.0,42
mixed_full,3,5,True,0.0,False,0,1.0,42
mixed_full,3,6,True,0.0,False,0,1.0,42
mixed_full,3,7,True,0.0,True,1,0.7,42
mixed_full,3,8,True,0.0,False,0,1.0,42
mixed_full,3,9,True,0.0,False,0,1.0,42
mixed_full,3,10,True,0.0,False,0,1.0,42
mixed_full,4,1,True,0.0,False,0,1.0,42
mixed_full,4,2,True,0.0,False,0,1.0,42
mixed_full,4,3,True,0.5,False,0,0.6666666666666666,42
mixed_full,4,4,True,0.0,False,0,1.0,42
mixed_full,4,5,True,0.0,False,0,1.0,42
mixed_full,4,6,True,0.0,False,0,1.0,42
mixed_full,4,7,True,0.0,True,1,0.7,42
mixed_full,4,8,True,0.0,False,0,1.0,42
mixed_full,4,9,True,0.0,False,0,1.0,42
mixed_full,4,10,True,0.0,False,0,1.0,42
mixed_full,5,1,True,0.0,False,0,1.0,42
mixed_full,5,2,True,0.0,False,0,1.0,42
mixed_full,5,3,True,0.5,False,0,0.6666666666666666,42
mixed_full,5,4,True,0.0,False,0,1.0,42
mixed_full,5,5,True,0.0,False,0,1.0,42
mixed_full,5,6,True,0.0,False,0,1.0,42
mixed_full,5,7,True,0.0,True,1,0.7,42
mixed_full,5,8,True,0.0,False,0,1.0,42
mixed_full,5,9,False,0.0,False,0,0.0,42
mixed_full,5,10,True,0.0,False,0,1.0,42
mixed_full,6,1,True,0.0,False,0,1.0,42
mixed_full,6,2,True,0.0,False,0,1.0,42
mixed_full,6,3,True,0.5,False,0,0.6666666666666666,42
mixed_full,6,4,True,0.0,False,0,1.0,42
mixed_full,6,5,True,0.0,False,0,1.0,42
mixed_full,6,6,True,0.0,False,0,1.0,42
mixed_full,6,7,True,0.0,True,1,0.7,42
mixed_full,6,8,True,0.0,False,0,1.0,42
mixed_full,6,9,False,0.0,False,0,0.0,42
mixed_full,6,10,True,0.0,False,0,1.0,42
mixed_full,7,1,True,0.0,False,0,1.0,42
mixed_full,7,2,True,0.0,False,0,1.0,42
mixed_full,7,3,True,0.5,False,0,0.6666666666666666,42
mixed_full,7,4,True,0.0,False,0,1.0,42
mixed_full,7,5,True,0.0,False,0,1.0,42
mixed_full,7,6,True,0.0,False,0,1.0,42
mixed_full,7,7,True,0.0,True,1,0.7,42
mixed_full,7,8,True,0.0,False,0,1.0,42
mixed_full,7,9,False,0.0,False,0,0.0,42
mixed_full,7,10,True,0.0,False,0,1.0,42
mixed_full,8,1,True,0.0,False,0,1.0,42
mixed_full,8,2,True,0.0,False,0,1.0,42
mixed_full,8,3,True,0.5,False,0,0.6666666666666666,42
mixed_full,8,4,True,0.0,False,0,1.0,42
mixed_full,8,5,True,0.0,False,0,1.0,42
mixed_full,8,6,True,0.0,False,0,1.0,42
mixed_full,8,7,True,0.0,True,1,0.7,42
mixed_full,8,8,True,0.0,False,0,1.0,42
mixed_full,8,9,False,0.0,False,0,0.0,42
mixed_full,8,10,True,0.0,False,0,1.0,42
mixed_full,9,1,True,0.0,False,0,1.0,42
mixed_full,9,2,True,0.0,False,0,1.0,42
mixed_full,9,3,True,0.5,False,0,0.6666666666666666,42
mixed_full,9,4,True,0.0,False,0,1.0,42
