ch1_mean,ch1_std,ch1_rms,ch1_min,ch1_max,ch1_peak_to_peak,ch1_kurtosis,ch1_skewness,ch1_crest_factor,ch2_mean,ch2_std,ch2_rms,ch2_min,ch2_max,ch2_peak_to_peak,ch2_kurtosis,ch2_skewness,ch2_crest_factor,ch3_mean,ch3_std,ch3_rms,ch3_min,ch3_max,ch3_peak_to_peak,ch3_kurtosis,ch3_skewness,ch3_crest_factor,ch4_mean,ch4_std,ch4_rms,ch4_min,ch4_max,ch4_peak_to_peak,ch4_kurtosis,ch4_skewness,ch4_crest_factor,dataset,file_index,timestamp,quantization_error,label
-0.001797412109375,0.0752529284829231,0.075274390967625,-0.396,0.398,0.794,0.4381367657841588,0.014947210797409,5.287322751849156,-0.0010183105468749,0.0937419548979177,0.093747485643366,-0.439,0.442,0.881,0.0988801217974906,0.1117638651112378,4.714793116444109,-0.001655908203125,0.0987941772685184,0.0988080537918879,-0.857,0.796,1.653,1.623426389869283,-0.0131523104279081,8.673382048353687,-0.003082080078125,0.0556054429381256,0.0556907936911759,-0.215,0.254,0.469,0.0776138033118991,-0.0101735984485333,4.560897469049443,2nd_test,336,2004.02.14.18.32.39,0.0752127906916003,0
-0.00206689453125,0.0760964361546202,0.0761245009733233,-0.337,0.461,0.798,0.2680942154490044,-0.0084212123295015,6.055868926556179,-0.0015004394531249,0.0914645855507099,0.0914768917733633,-0.439,0.427,0.866,0.1812327730196461,0.0676771569352806,4.799026196504756,-0.001980859375,0.0987431382349185,0.0987630049783002,-0.762,0.999,1.761,1.8003903400201082,0.0339070755427334,10.115123574959885,-0.002379931640625,0.0552860692288444,0.0553372706716786,-0.232,0.237,0.469,0.0856389059210211,-0.0126302619696328,4.282827778078557,2nd_test,486,2004.02.15.19.32.39,0.0742405435390165,0
-0.001993701171875,0.0784359219797226,0.0784612560514543,-0.398,0.498,0.896,0.6561008820895786,-0.0005041417219279,6.347081668780171,-0.0018719238281249,0.0967774355117378,0.0967955377228045,-0.449,0.457,0.906,0.2754390482884208,0.108210881267721,4.721292021787197,-0.00211201171875,0.1067810568125258,0.1068019414032348,-0.869,0.989,1.858,2.579939922114936,-0.0035482858090224,9.260131295336032,-0.003388427734375,0.05653621499815,0.0566376645778065,-0.239,0.239,0.478,0.0975187996884603,-0.0140651279512878,4.219806762467253,2nd_test,39,2004.02.12.17.02.39,0.0785228292608457,0
-0.002498779296875,0.0759509903042572,0.0759920839704496,-0.359,0.359,0.718,0.3630223685147573,0.01813517338495,4.724176272555924,-0.0015677734375,0.0930752126586271,0.0930884156326661,-0.413,0.439,0.852,0.1127507255682047,0.1093415364783653,4.715946630004005,-0.001567236328125,0.0997155631090311,0.0997278785288214,-0.557,0.789,1.346,1.49747355327,0.0802005701038704,7.911528968943888,-0.00289619140625,0.0547110339107968,0.0547876368923683,-0.271,0.225,0.496,0.1924248707038658,-0.0236932375314188,4.946371396295843,2nd_test,449,2004.02.15.13.22.39,0.0750323865660357,0
-0.0019696289062499,0.0770363858294193,0.0770615609735975,-0.298,0.396,0.694,0.3695245233286552,0.0495777605746917,5.138748748296658,-0.00221240234375,0.0929043259055417,0.0929306649932827,-0.413,0.515,0.928,0.1046021028292378,0.1115082848151819,5.541766004059947,-0.0011548828124999,0.0999043220782171,0.0999109970134356,-0.623,0.583,1.206,1.191568844293232,-0.0390401929081664,6.235549825511056,-0.003284033203125,0.0549343379257695,0.055032411880835,-0.264,0.264,0.528,0.1726538193307063,-0.0518759036370592,4.797172992651271,2nd_test,414,2004.02.15.07.32.39,0.0753382838660902,0
-0.00162255859375,0.1358158669872001,0.1358255587946355,-0.737,0.691,1.428,1.5253678310169114,0.0082395400658821,5.426077437376107,-0.0008570800781249,0.1001358185755055,0.1001394864578747,-0.432,0.432,0.864,0.0767287671447629,0.1026540628055528,4.3139825784648265,-0.00119189453125,0.1043455777801346,0.1043523848066911,-0.627,0.754,1.381,1.0518326296549354,0.030514712305132,7.225517666793441,-0.00300458984375,0.062470685925697,0.0625428985589591,-0.283,0.244,0.5269999999999999,0.1539375124899429,0.0060155871008761,4.524894216866065,2nd_test,825,2004.02.18.04.02.39,0.0871663867883083,1
-0.00143525390625,0.0782323556593168,0.0782455201642959,-0.408,0.386,0.794,0.462614995853301,-0.0346317113593478,5.214356031349626,-0.0014103515625,0.0958012207477097,0.0958116015328063,-0.442,0.41,0.852,0.2065439554906825,0.1392419973639571,4.613220037283733,-0.0022345703125,0.1019272778836386,0.1019517693875393,-0.591,0.728,1.319,1.2239199108187266,-0.0069398808185146,7.14063134329316,-0.003107373046875,0.055664436900789,0.0557511013589361,-0.254,0.234,0.488,0.1195330609582536,-0.0233920728240857,4.555963807067126,2nd_test,310,2004.02.14.14.12.39,0.0772153311835794,0
-0.00287421875,0.1603414691155711,0.1603672281096187,-0.991,0.806,1.7970000000000002,2.159949000136546,-0.3113723702897698,6.179566808478001,-0.001775244140625,0.1048560360835896,0.104871062714754,-0.381,0.415,0.796,0.0223192129712095,0.0895942135907603,3.95724034116856,-0.0024497558593749,0.1090191107948284,0.1090466314118213,-0.615,0.85,1.465,0.921219693270702,-0.0028577008711639,7.794830422428433,-0.002341552734375,0.0670088161172301,0.0670497151868717,-0.31,0.273,0.583,0.1312152846981966,-0.0209785600517638,4.623435000900257,2nd_test,874,2004.02.18.12.12.39,0.0919472174003676,1
-0.0019072265625,0.0752865572960773,0.0753107112080097,-0.381,0.342,0.7230000000000001,0.2905308522713739,-0.0198732566490799,5.05904132205857,-0.001212109375,0.0945464808486441,0.0945542503010837,-0.457,0.444,0.901,0.2046315103830425,0.1219997095490761,4.833204203300936,-0.001657373046875,0.0993229710463501,0.0993367981308569,-0.696,0.771,1.467,1.397093061685152,-0.0004601060781037,7.761474242169509,-0.00284580078125,0.0537094719294901,0.0537848115831156,-0.239,0.203,0.442,-0.0160028517935049,-0.0088974675037311,4.4436336757677575,2nd_test,190,2004.02.13.18.12.39,0.0754888525764256,0
-0.002123388671875,0.0774658692475759,0.0774949654992785,-0.33,0.393,0.7230000000000001,0.3910969739121195,-0.0393762203455962,5.071297179925673,-0.0014669433593749,0.0942806020084248,0.0942920136485091,-0.527,0.452,0.979,0.2325085429754856,0.1346438768557701,5.589020528916699,-0.00138740234375,0.1031267155041508,0.1031360477036884,-0.701,0.671,1.372,1.6449580480246446,0.0234100992667702,6.7968476163367,-0.002578662109375,0.0556515295212431,0.0557112397665688,-0.244,0.225,0.469,0.1492775450058969,-0.029770495267756,4.379726622814082,2nd_test,367,2004.02.14.23.42.39,0.0765308280478604,0
