scenario,round,client_id,available,sensor_noise_multiplier,stale_update,staleness_rounds,reliability_score,seed
stale_updates,1,1,True,0.0,True,1,0.7,20042
stale_updates,1,2,True,0.0,False,0,1.0,20042
stale_updates,1,3,True,0.0,False,0,1.0,20042
stale_updates,1,4,True,0.0,False,0,1.0,20042
stale_updates,1,5,True,0.0,False,0,1.0,20042
stale_updates,1,6,True,0.0,False,0,1.0,20042
stale_updates,1,7,True,0.0,False,0,1.0,20042
stale_updates,1,8,True,0.0,True,1,0.7,20042
stale_updates,1,9,True,0.0,False,0,1.0,20042
stale_updates,1,10,True,0.0,False,0,1.0,20042
stale_updates,2,1,True,0.0,True,1,0.7,20042
stale_updates,2,2,True,0.0,False,0,1.0,20042
stale_updates,2,3,True,0.0,False,0,1.0,20042
stale_updates,2,4,True,0.0,False,0,1.0,20042
stale_updates,2,5,True,0.0,False,0,1.0,20042
stale_updates,2,6,True,0.0,False,0,1.0,20042
stale_updates,2,7,True,0.0,False,0,1.0,20042
stale_updates,2,8,True,0.0,True,1,0.7,20042
stale_updates,2,9,True,0.0,False,0,1.0,20042
stale_updates,2,10,True,0.0,False,0,1.0,20042
stale_updates,3,1,True,0.0,True,1,0.7,20042
stale_updates,3,2,True,0.0,False,0,1.0,20042
stale_updates,3,3,True,0.0,False,0,1.0,20042
stale_updates,3,4,True,0.0,False,0,1.0,20042
stale_updates,3,5,True,0.0,False,0,1.0,20042
stale_updates,3,6,True,0.0,False,0,1.0,20042
stale_updates,3,7,True,0.0,False,0,1.0,20042
stale_updates,3,8,True,0.0,True,1,0.7,20042
stale_updates,3,9,True,0.0,False,0,1.0,20042
stale_updates,3,10,True,0.0,False,0,1.0,20042
stale_updates,4,1,True,0.0,True,1,0.7,20042
stale_updates,4,2,True,0.0,False,0,1.0,20042
stale_updates,4,3,True,0.0,False,0,1.0,20042
stale_updates,4,4,True,0.0,False,0,1.0,20042
stale_updates,4,5,True,0.0,False,0,1.0,20042
stale_updates,4,6,True,0.0,False,0,1.0,20042
stale_updates,4,7,True,0.0,False,0,1.0,20042
stale_updates,4,8,True,0.0,True,1,0.7,20042
stale_updates,4,9,True,0.0,False,0,1.0,20042
stale_updates,4,10,True,0.0,False,0,1.0,20042
stale_updates,5,1,True,0.0,True,1,0.7,20042
stale_updates,5,2,True,0.0,False,0,1.0,20042
stale_updates,5,3,True,0.0,False,0,1.0,20042
stale_updates,5,4,True,0.0,False,0,1.0,20042
stale_updates,5,5,True,0.0,False,0,1.0,20042
stale_updates,5,6,True,0.0,False,0,1.0,20042
stale_updates,5,7,True,0.0,False,0,1.0,20042
stale_updates,5,8,True,0.0,True,1,0.7,20042
stale_updates,5,9,True,0.0,False,0,1.0,20042
stale_updates,5,10,True,0.0,False,0,1.0,20042
stale_updates,6,1,True,0.0,True,1,0.7,20042
stale_updates,6,2,True,0.0,False,0,1.0,20042
stale_updates,6,3,True,0.0,False,0,1.0,20042
stale_updates,6,4,True,0.0,False,0,1.0,20042
stale_updates,6,5,True,0.0,False,0,1.0,20042
stale_updates,6,6,True,0.0,False,0,1.0,20042
stale_updates,6,7,True,0.0,False,0,1.0,20042
stale_updates,6,8,True,0.0,True,1,0.7,20042
stale_updates,6,9,True,0.0,False,0,1.0,20042
stale_updates,6,10,True,0.0,False,0,1.0,20042
stale_updates,7,1,True,0.0,True,1,0.7,20042
stale_updates,7,2,True,0.0,False,0,1.0,20042
stale_updates,7,3,True,0.0,False,0,1.0,20042
stale_updates,7,4,True,0.0,False,0,1.0,20042
stale_updates,7,5,True,0.0,False,0,1.0,20042
stale_updates,7,6,True,0.0,False,0,1.0,20042
stale_updates,7,7,True,0.0,False,0,1.0,20042
stale_updates,7,8,True,0.0,True,1,0.7,20042
stale_updates,7,9,True,0.0,False,0,1.0,20042
stale_updates,7,10,True,0.0,False,0,1.0,20042
stale_updates,8,1,True,0.0,True,1,0.7,20042
stale_updates,8,2,True,0.0,False,0,1.0,20042
stale_updates,8,3,True,0.0,False,0,1.0,20042
stale_updates,8,4,True,0.0,False,0,1.0,20042
stale_updates,8,5,True,0.0,False,0,1.0,20042
stale_updates,8,6,True,0.0,False,0,1.0,20042
stale_updates,8,7,True,0.0,False,0,1.0,20042
stale_updates,8,8,True,0.0,True,1,0.7,20042
stale_updates,8,9,True,0.0,False,0,1.0,20042
stale_updates,8,10,True,0.0,False,0,1.0,20042
stale_updates,9,1,True,0.0,True,1,0.7,20042
stale_updates,9,2,True,0.0,False,0,1.0,20042
stale_updates,9,3,True,0.0,False,0,1.0,20042
stale_updates,9,4,True,0.0,False,0,1.0,20042
stale_updates,9,5,True,0.0,False,0,1.0,20042
stale_updates,9,6,True,0.0,False,0,1.0,20042
stale_updates,9,7,True,0.0,False,0,1.0,20042
stale_updates,9,8,True,0.0,True,1,0.7,20042
stale_updates,9,9,True,0.0,False,0,1.0,20042
stale_updates,9,10,True,0.0,False,0,1.0,20042
stale_updates,10,1,True,0.0,True,1,0.7,20042
stale_updates,10,2,True,0.0,False,0,1.0,20042
stale_updates,10,3,True,0.0,False,0,1.0,20042
stale_updates,10,4,True,0.0,False,0,1.0,20042
stale_updates,10,5,True,0.0,False,0,1.0,20042
stale_updates,10,6,True,0.0,False,0,1.0,20042
stale_updates,10,7,True,0.0,False,0,1.0,20042
stale_updates,10,8,True,0.0,True,1,0.7,20042
stale_updates,10,9,True,0.0,False,0,1.0,20042
stale_updates,10,10,True,0.0,False,0,1.0,20042
stale_updates,11,1,True,0.0,True,1,0.7,20042
stale_updates,11,2,True,0.0,False,0,1.0,20042
stale_updates,11,3,True,0.0,False,0,1.0,20042
stale_updates,11,4,True,0.0,False,0,1.0,20042
stale_updates,11,5,True,0.0,False,0,1.0,20042
stale_updates,11,6,True,0.0,False,0,1.0,20042
stale_updates,11,7,True,0.0,False,0,1.0,20042
stale_updates,11,8,True,0.0,True,1,0.7,20042
stale_updates,11,9,True,0.0,False,0,1.0,20042
stale_updates,11,10,True,0.0,False,0,1.0,20042
stale_updates,12,1,True,0.0,True,1,0.7,20042
stale_updates,12,2,True,0.0,False,0,1.0,20042
stale_updates,12,3,True,0.0,False,0,1.0,20042
stale_updates,12,4,True,0.0,False,0,1.0,20042
stale_updates,12,5,True,0.0,False,0,1.0,20042
stale_updates,12,6,True,0.0,False,0,1.0,20042
stale_updates,12,7,True,0.0,False,0,1.0,20042
stale_updates,12,8,True,0.0,True,1,0.7,20042
stale_updates,12,9,True,0.0,False,0,1.0,20042
stale_updates,12,10,True,0.0,False,0,1.0,20042
stale_updates,13,1,True,0.0,True,1,0.7,20042
stale_updates,13,2,True,0.0,False,0,1.0,20042
stale_updates,13,3,True,0.0,False,0,1.0,20042
stale_updates,13,4,True,0.0,False,0,1.0,20042
stale_updates,13,5,True,0.0,False,0,1.0,20042
stale_updates,13,6,True,0.0,False,0,1.0,20042
stale_updates,13,7,True,0.0,False,0,1.0,20042
stale_updates,13,8,True,0.0,True,1,0.7,20042
stale_updates,13,9,True,0.0,False,0,1.0,20042
stale_updates,13,10,True,0.0,False,0,1.0,20042
stale_updates,14,1,True,0.0,True,1,0.7,20042
stale_updates,14,2,True,0.0,False,0,1.0,20042
stale_updates,14,3,True,0.0,False,0,1.0,20042
stale_updates,14,4,True,0.0,False,0,1.0,20042
stale_updates,14,5,True,0.0,False,0,1.0,20042
stale_updates,14,6,True,0.0,False,0,1.0,20042
stale_updates,14,7,True,0.0,False,0,1.0,20042
stale_updates,14,8,True,0.0,True,1,0.7,20042
stale_updates,14,9,True,0.0,False,0,1.0,20042
stale_updates,14,10,True,0.0,False,0,1.0,20042
stale_updates,15,1,True,0.0,True,1,0.7,20042
stale_updates,15,2,True,0.0,False,0,1.0,20042
stale_updates,15,3,True,0.0,False,0,1.0,20042
stale_updates,15,4,True,0.0,False,0,1.0,20042
stale_updates,15,5,True,0.0,False,0,1.0,20042
stale_updates,15,6,True,0.0,False,0,1.0,20042
stale_updates,15,7,True,0.0,False,0,1.0,20042
stale_updates,15,8,True,0.0,True,1,0.7,20042
stale_updates,15,9,True,0.0,False,0,1.0,20042
stale_updates,15,10,True,0.0,False,0,1.0,20042
