round,client_id,participates,dropout_rate,seed
1,1,True,0.2,10042
1,2,True,0.2,10042
1,3,True,0.2,10042
1,4,True,0.2,10042
1,5,True,0.2,10042
1,6,False,0.2,10042
1,7,False,0.2,10042
1,8,True,0.2,10042
1,9,True,0.2,10042
1,10,True,0.2,10042
2,1,True,0.2,10042
2,2,True,0.2,10042
2,3,True,0.2,10042
2,4,True,0.2,10042
2,5,False,0.2,10042
2,6,True,0.2,10042
2,7,True,0.2,10042
2,8,True,0.2,10042
2,9,False,0.2,10042
2,10,True,0.2,10042
3,1,True,0.2,10042
3,2,True,0.2,10042
3,3,True,0.2,10042
3,4,False,0.2,10042
3,5,True,0.2,10042
3,6,False,0.2,10042
3,7,True,0.2,10042
3,8,True,0.2,10042
3,9,True,0.2,10042
3,10,True,0.2,10042
4,1,True,0.2,10042
4,2,True,0.2,10042
4,3,False,0.2,10042
4,4,True,0.2,10042
4,5,True,0.2,10042
4,6,True,0.2,10042
4,7,True,0.2,10042
4,8,True,0.2,10042
4,9,True,0.2,10042
4,10,False,0.2,10042
5,1,True,0.2,10042
5,2,True,0.2,10042
5,3,False,0.2,10042
5,4,False,0.2,10042
5,5,True,0.2,10042
5,6,True,0.2,10042
5,7,True,0.2,10042
5,8,True,0.2,10042
5,9,True,0.2,10042
5,10,True,0.2,10042
6,1,True,0.2,10042
6,2,True,0.2,10042
6,3,True,0.2,10042
6,4,True,0.2,10042
6,5,True,0.2,10042
6,6,True,0.2,10042
6,7,True,0.2,10042
6,8,False,0.2,10042
6,9,True,0.2,10042
6,10,False,0.2,10042
7,1,True,0.2,10042
7,2,True,0.2,10042
7,3,True,0.2,10042
7,4,False,0.2,10042
7,5,True,0.2,10042
7,6,True,0.2,10042
7,7,False,0.2,10042
7,8,True,0.2,10042
7,9,True,0.2,10042
7,10,True,0.2,10042
8,1,True,0.2,10042
8,2,True,0.2,10042
8,3,True,0.2,10042
8,4,True,0.2,10042
8,5,True,0.2,10042
8,6,False,0.2,10042
8,7,False,0.2,10042
8,8,True,0.2,10042
8,9,True,0.2,10042
8,10,True,0.2,10042
9,1,False,0.2,10042
9,2,True,0.2,10042
9,3,True,0.2,10042
9,4,True,0.2,10042
9,5,True,0.2,10042
9,6,False,0.2,10042
9,7,True,0.2,10042
9,8,True,0.2,10042
9,9,True,0.2,10042
9,10,True,0.2,10042
10,1,False,0.2,10042
10,2,True,0.2,10042
10,3,True,0.2,10042
10,4,True,0.2,10042
10,5,True,0.2,10042
10,6,True,0.2,10042
10,7,True,0.2,10042
10,8,False,0.2,10042
10,9,True,0.2,10042
10,10,True,0.2,10042
11,1,True,0.2,10042
11,2,True,0.2,10042
11,3,True,0.2,10042
11,4,True,0.2,10042
11,5,False,0.2,10042
11,6,True,0.2,10042
11,7,True,0.2,10042
11,8,True,0.2,10042
11,9,False,0.2,10042
11,10,True,0.2,10042
12,1,True,0.2,10042
12,2,True,0.2,10042
12,3,True,0.2,10042
12,4,True,0.2,10042
12,5,True,0.2,10042
12,6,True,0.2,10042
12,7,False,0.2,10042
12,8,True,0.2,10042
12,9,False,0.2,10042
12,10,True,0.2,10042
13,1,False,0.2,10042
13,2,True,0.2,10042
13,3,True,0.2,10042
13,4,True,0.2,10042
13,5,True,0.2,10042
13,6,True,0.2,10042
13,7,True,0.2,10042
13,8,True,0.2,10042
13,9,False,0.2,10042
13,10,True,0.2,10042
14,1,True,0.2,10042
14,2,True,0.2,10042
14,3,True,0.2,10042
14,4,False,0.2,10042
14,5,True,0.2,10042
14,6,True,0.2,10042
14,7,True,0.2,10042
14,8,False,0.2,10042
14,9,True,0.2,10042
14,10,True,0.2,10042
15,1,False,0.2,10042
15,2,True,0.2,10042
15,3,True,0.2,10042
15,4,False,0.2,10042
15,5,True,0.2,10042
15,6,True,0.2,10042
15,7,True,0.2,10042
15,8,True,0.2,10042
15,9,True,0.2,10042
15,10,True,0.2,10042
